"","X","PrizeID","Alias","Prize.Name","Inst","Year","Genre","person_id","person_role","last_name","first_name","name","gender","sexuality","uk_residence","ethnicity_macro","ethnicity","highest_degree","degree_institution","degree_field_category","degree_field","viaf","book_id","book_title"
"440",440,8,"Booker Prize","Man Booker Prize","Booker Foundation",2008,"fiction",240,"shortlisted","Toltz","Steve","Toltz, Steve","man","unknown",FALSE,"Jewish","Australian","Unknown","unknown","Unknown","Unknown","24936187",333,"A Fraction of the Whole"
"441",441,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2008,"fiction",31,"winner","Tremain","Rose","Tremain, Rose","woman","unknown",TRUE,"White British","English","Bachelors","University of East Anglia","Language and Literature","English Literature","49285360",437,"The Road Home"
"442",442,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2008,"fiction",354,"shortlisted","Wood","Patricia","Wood, Patricia","woman","unknown",FALSE,"Non-UK White","White American","Masters","Northern Illinois University","Maths and Sciences","Biology","85852143",441,"Lottery"
"443",443,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",545,"shortlisted","Abse","Dannie","Abse, Dannie","man","unknown",TRUE,"Jewish","Welsh Jewish","MD","King's College, London","Maths and Sciences","Medicine","78771064",697,"New Selected Poems 1949-2009: Anniversary Collection"
"444",444,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",547,"shortlisted","Agee","Chris","Agee, Chris","man","unknown",FALSE,"Non-UK White","White American","Bachelors","Harvard University","Language and Literature","English Literature","315661149",701,"Next to Nothing"
"445",445,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2009,"non-fiction",663,"shortlisted","Ahamed","Liaquat","Ahamed, Liaquat","man","unknown",FALSE,"Asian","Kenyan Indian","Unknown","Harvard University","Politics and Economics","Economics","93663799",828,"Lords of Finance"
"446",446,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2009,"crime",65,"shortlisted","Atkinson","Kate","Atkinson, Kate","woman","unknown",TRUE,"White British","English","Masters","Dundee University","Language and Literature","English Literature","120584857",587,"When Will there Be Good News?"
"447",447,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2009,"fiction",14,"winner","Barry","Sebastian","Barry, Sebastian","man","unknown",FALSE,"Irish","Irish","Unknown","Trinity College, Dublin","Language and Literature","Latin and English","86463948",29,"The Secret Scripture"
"448",448,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2009,"crime",459,"shortlisted","Billingham","Mark","Billingham, Mark","man","unknown",TRUE,"White British","English","Bachelors","University of Birmingham","Arts","Drama","938046",588,"In the Dark"
"449",449,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2009,"crime",460,"shortlisted","Block","Lawrence","Block, Lawrence","man","unknown",FALSE,"Non-UK White","White American","None","none","None","None","110546896",589,"Hit and Run"
"450",450,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2009,"crime",457,"winner","Brodrick","William","Brodrick, William","man","unknown",TRUE,"White British","English","Bachelors","University of London","Philosophy and Theology","Philosophy and Theology","306080383",586,"A Whispered Name"
"451",451,8,"Booker Prize","Man Booker Prize","Booker Foundation",2009,"fiction",13,"shortlisted","Byatt","AS","Byatt, AS","woman","unknown",TRUE,"White British","British","Postgraduate","University of Oxford","Unknown","Unknown","29521863",45,"The Children's Book"
"452",452,8,"Booker Prize","Man Booker Prize","Booker Foundation",2009,"fiction",233,"shortlisted","Coetzee","JM","Coetzee, JM","man","unknown",FALSE,"Non-UK White","White South African","Doctorate","University of Texas, Austin","Language and Literature","English Literature","101839018",56,"Summertime"
"453",453,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",157,"shortlisted","Farley","Paul","Farley, Paul","man","unknown",TRUE,"White British","British","Unknown","Chelsea School of Art","Unknown","Unknown","19996312",698,"Field Recordings: BBC Poems (1998-2008)"
"454",454,5,"Costa Biography Award","Costa Biography Award","Costa",2009,"biography",95,"winner","Farmelo","Graham","Farmelo, Graham","man","unknown",TRUE,"White British","British","Doctorate","University of Liverpool","Maths and Sciences","Particle Physics","52015101",91,"The Strangest Man -- The Hidden Life of Paul Dirac, Quantum Genius"
"455",455,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2009,"fiction",347,"shortlisted","Feldman","Ellen","Feldman, Ellen","woman","unknown",FALSE,"Non-UK White","White American","Masters","Bryn Mawr","History and Cultural Studies","Modern History","92947518",432,"Scottsboro"
"456",456,8,"Booker Prize","Man Booker Prize","Booker Foundation",2009,"fiction",99,"shortlisted","Foulds","Adam","Foulds, Adam","man","unknown",TRUE,"White British","British","Masters","University of East Anglia","Writing","Creative Writing","29061877",104,"The Quickening Maze"
"457",457,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",546,"shortlisted","Glenday","John","Glenday, John","man","unknown",TRUE,"White British","Scottish","Bachelors","University of Edinburgh","Language and Literature","English","117142053",699,"Grain"
"458",458,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2009,"non-fiction",664,"shortlisted","Goldacre","Ben","Goldacre, Ben","man","unknown",TRUE,"White British","British","Masters","King's College, London","Philosophy and Theology","Philosophy","263357364",829,"Bad Science"
"459",459,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2009,"non-fiction",665,"shortlisted","Grann","David","Grann, David","man","unknown",FALSE,"Non-UK White","White American","Masters","Boston University","Writing","Creative Writing","100355095",830,"The Lost City of Z"
"460",460,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2009,"poetry",533,"winner","Gross","Philip","Gross, Philip","man","unknown",TRUE,"Non-UK White","Estonian British","Bachelors","University of Sussex","Language and Literature","English","64954664",681,"The Water Table"
"461",461,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2009,"crime",451,"shortlisted","Hall","MR","Hall, MR","man","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","198145542480596640599",584,"The Coroner"
"462",462,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2009,"fiction",348,"shortlisted","Harvey","Samantha","Harvey, Samantha","woman","unknown",TRUE,"White British","English","Doctorate","Bath Spa University","Language and Literature","Literature","263549391",433,"The Wilderness"
"463",463,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2009,"non-fiction",662,"winner","Hoare","Philip","Hoare, Philip","man","unknown",TRUE,"White British","British","Bachelors","St Mary's University","Unknown","Unknown","11000268",827,"Leviathan, or the Whale"
"464",464,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2009,"non-fiction",666,"shortlisted","Holmes","Richard","Holmes, Richard","man","unknown",TRUE,"White British","British","Bachelors","University of Cambridge","Unknown","Unknown","110073800",831,"The Age of Wonder"
"465",465,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2009,"fiction",349,"shortlisted","Hunt","Samantha","Hunt, Samantha","woman","unknown",FALSE,"Non-UK White","White American","Masters","Warren Wilson College","Writing","Creative Writing","84285165",434,"The Invention of Everything Else"
"466",466,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",544,"shortlisted","Kay","Jackie","Kay, Jackie","woman","queer",TRUE,"Black British","Nigerian Scottish","Bachelors","University of Stirling","Language and Literature","English","17374424",696,"Maw Broon Monologues"
"467",467,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2009,"crime",449,"shortlisted","Kerrigan","Gene","Kerrigan, Gene","man","unknown",FALSE,"Irish","Irish","Unknown","unknown","Unknown","Unknown","7276148997699859870006",585,"Dark Times in the City"
"468",468,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2009,"non-fiction",667,"shortlisted","Kumar","Manjit","Kumar, Manjit","man","unknown",TRUE,"Asian","British","Unknown","unknown","Unknown","Unknown","45129896",832,"Quantum"
"469",469,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2009,"fiction",350,"shortlisted","Madden","Deirdre","Madden, Deirdre","woman","unknown",TRUE,"White British","Northern Irish","Masters","University of East Anglia","Writing","Creative Writing","79077809",435,"Molly Fox's Birthday"
"470",470,8,"Booker Prize","Man Booker Prize","Booker Foundation",2009,"fiction",77,"winner","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",195,"Wolf Hall"
"471",471,8,"Booker Prize","Man Booker Prize","Booker Foundation",2009,"fiction",234,"shortlisted","Mawer","Simon","Mawer, Simon","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Maths and Sciences","Zoology","45040387",199,"The Glass Room"
"472",472,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2009,"sff",501,"winner","Miéville","China","Miéville, China","man","unknown",TRUE,"White British","British","Doctorate","London School of Economics","Law","International Law","100992516",641,"The City & the City"
"473",473,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",160,"shortlisted","Motion","Andrew","Motion, Andrew","man","unknown",TRUE,"White British","English","Masters","University of Oxford","Language and Literature","Literature","108893413",702,"The Cinder Path"
"474",474,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2009,"children's",96,"winner","Ness","Patrick","Ness, Patrick","man","queer",TRUE,"Non-UK White","White American British","Bachelors","University of Southern California","Language and Literature","English Literature","88114296",240,"The Ask and the Answer: Chaos Walking, Book Two"
"475",475,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2009,"poetry",61,"winner","Oswald","Alice","Oswald, Alice","woman","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","Classics","14019756",700,"Weeds and Wild Flowers"
"476",476,2,"Costa Book of the Year","Costa Book of the Year","Costa",2009,"no/any/multi genre",92,"winner","Reid","Christopher","Reid, Christopher","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Unknown","Unknown","33082514",269,"A Scattering"
"477",477,6,"Costa Poetry Award","Costa Poetry Award","Costa",2009,"poetry",92,"winner","Reid","Christopher","Reid, Christopher","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Unknown","Unknown","33082514",269,"A Scattering"
"478",478,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2009,"fiction",346,"winner","Robinson","Marilynne","Robinson, Marilynne","woman","unknown",FALSE,"Non-UK White","White American","Doctorate","Brown University","Language and Literature","English Literature","16729",431,"Home"
"479",479,3,"Costa First Novel Award","Costa First Novel Award","Costa",2009,"fiction",93,"winner","Selbourne","Raphael","Selbourne, Raphael","man","unknown",TRUE,"White British","British","Bachelors","University of Sussex","Politics and Economics","Politics","278292251",290,"Beauty"
"480",480,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2009,"fiction",315,"shortlisted","Shamsie","Kamila","Shamsie, Kamila","woman","unknown",TRUE,"Asian","Pakistani British","Masters","University of Massachusetts, Amherst","Writing","Creative Writing","102271932",436,"Burnt Shadows"
"481",481,4,"Costa Novel Award","Costa Novel Award","Costa",2009,"fiction",94,"winner","Tóibín","Colm","Tóibín, Colm","man","queer",FALSE,"Irish","Irish","Bachelors","University College Dublin","Multiple","History and English","32063755",329,"Brooklyn"
"482",482,8,"Booker Prize","Man Booker Prize","Booker Foundation",2009,"fiction",235,"shortlisted","Waters","Sarah","Waters, Sarah","woman","queer",TRUE,"White British","Welsh British","Doctorate","University of London","Language and Literature","English Literature","74035188",351,"The Little Stranger"
"483",483,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2010,"fiction",343,"shortlisted","Alison","Rosie","Alison, Rosie","woman","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","English Literature","276408353",427,"The Very Thought of You"
"484",484,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2010,"crime",434,"winner","Bauer","Belinda","Bauer, Belinda","woman","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","29735372",583,"Blacklands"
"485",485,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2010,"non-fiction",657,"shortlisted","Bellos","Alex","Bellos, Alex","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Multiple","Mathematics and Philosophy","2759707",822,"Alex's Adventures in Numberland"
"486",486,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2010,"crime",454,"shortlisted","Bolton","SJ","Bolton, SJ","woman","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","78248143",580,"Blood Harvest"
"487",487,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2010,"fiction",13,"winner","Byatt","AS","Byatt, AS","woman","unknown",TRUE,"White British","British","Postgraduate","University of Oxford","Unknown","Unknown","29521863",45,"The Children's Book"
"488",488,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2010,"crime",456,"shortlisted","Campbell","Karen","Campbell, Karen","woman","unknown",TRUE,"White British","Scottish","Masters","University of Glasgow","Language and Literature","English, Drama & French","51908325",582,"Shadowplay"
"489",489,8,"Booker Prize","Man Booker Prize","Booker Foundation",2010,"fiction",231,"shortlisted","Carey","Peter","Carey, Peter","man","unknown",FALSE,"Non-UK White","White Australian","None","none","None","None","110569724",48,"Parrot and Olivier in America"
"490",490,5,"Costa Biography Award","Costa Biography Award","Costa",2010,"biography",90,"winner","de Waal","Edmund","de Waal, Edmund","man","unknown",TRUE,"White British","English","Postgraduate","University of Sheffield","Language and Literature","Japanese Language","2637340",68,"The Hare with Amber Eyes"
"491",491,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2010,"non-fiction",656,"winner","Demick","Barbara","Demick, Barbara","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Yale University","Politics and Economics","Economic History","46024042",821,"Nothing to Envy"
"492",492,3,"Costa First Novel Award","Costa First Novel Award","Costa",2010,"fiction",88,"winner","Desai","Kishwar","Desai, Kishwar","woman","unknown",FALSE,"Asian","Indian","Bachelors","Columbia University","Unknown","Unknown","38859467",72,"Witness the Night"
"493",493,8,"Booker Prize","Man Booker Prize","Booker Foundation",2010,"fiction",232,"shortlisted","Donoghue","Emma","Donoghue, Emma","woman","queer",FALSE,"Irish","Irish Canadian","Doctorate","University of Cambridge","Language and Literature","English Literature","39539889",74,"Room"
"494",494,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2010,"poetry",548,"shortlisted","Figura","Martin","Figura, Martin","man","unknown",TRUE,"White British","English","Masters","Norwich School of Art and Design","Writing","Writing the Visual","29029249",703,"Whistle"
"495",495,8,"Booker Prize","Man Booker Prize","Booker Foundation",2010,"fiction",177,"shortlisted","Galgut","Damon","Galgut, Damon","man","queer",FALSE,"Jewish","Jewish South African","Bachelors","University of Cape Town","Arts","Theatre","87451615",111,"In a Strange Room"
"496",496,8,"Booker Prize","Man Booker Prize","Booker Foundation",2010,"fiction",217,"winner","Jacobson","Howard","Jacobson, Howard","man","unknown",TRUE,"Jewish","Jewish British","Bachelors","University of Cambridge","Language and Literature","English Literature","98522519",156,"The Finkler Question"
"497",497,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2010,"non-fiction",658,"shortlisted","Jennings","Luke","Jennings, Luke","man","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","92099040",823,"Blood Knots"
"498",498,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2010,"fiction",300,"winner","Kingsolver","Barbara","Kingsolver, Barbara","woman","unknown",FALSE,"Non-UK White","White American","Masters","University of Arizona","Maths and Sciences","Ecology and Evolutionary Biology","79097759",426,"The Lacuna"
"499",499,8,"Booker Prize","Man Booker Prize","Booker Foundation",2010,"fiction",114,"shortlisted","Levy","Andrea","Levy, Andrea","woman","unknown",TRUE,"Caribbean","Jamaican British","Unknown","Dartington College of Arts","Arts","Theatre","74098174",179,"The Long Song"
"500",500,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2010,"fiction",344,"shortlisted","Locke","Attica","Locke, Attica","woman","unknown",FALSE,"Non-White American","Black American","Bachelors","Northwestern University","Arts","Radio/TV/Film","24076666",428,"Black Water Rising"
"501",501,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2010,"fiction",77,"shortlisted","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",195,"Wolf Hall"
"502",502,8,"Booker Prize","Man Booker Prize","Booker Foundation",2010,"fiction",210,"shortlisted","McCarthy","Tom","McCarthy, Tom","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","English Literature","84508554",203,"C"
"503",503,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2010,"sff",500,"winner","McDonald","Ian","McDonald, Ian","man","unknown",TRUE,"Irish","Scottish Irish","Unknown","unknown","Unknown","Unknown","100337159",640,"The Dervish House"
"504",504,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2010,"fiction",345,"shortlisted","Moore","Lorrie","Moore, Lorrie","woman","unknown",FALSE,"Non-UK White","White American","Masters","unknown","Unknown","Unknown","85852459",429,"A Gate at the Stairs"
"505",505,4,"Costa Novel Award","Costa Novel Award","Costa",2010,"fiction",89,"winner","O'Farrell","Maggie","O'Farrell, Maggie","woman","unknown",TRUE,"White British","Northern Irish","Bachelors","Harvard University","Maths and Sciences","Public Health","85329632",245,"The Hand that First Held Mine"
"506",506,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2010,"poetry",549,"winner","O'Reilly","Kaite","O'Reilly, Kaite","woman","unknown",TRUE,"Irish","British","Unknown","unknown","Unknown","Unknown","166254744",704,"The Persians"
"507",507,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2010,"crime",455,"shortlisted","Pelecanos","George","Pelecanos, George","man","unknown",FALSE,"Non-UK White","Greek American","Unknown","unknown","Unknown","Unknown","85313037",581,"The Way Home"
"508",508,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2010,"poetry",92,"shortlisted","Reid","Christopher","Reid, Christopher","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Unknown","Unknown","33082514",705,"Song of Lunch"
"509",509,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2010,"fiction",39,"shortlisted","Roffey","Monique","Roffey, Monique","woman","unknown",TRUE,"Black British","British Trinidadian","Doctorate","Lancaster University","Writing","Creative Writing","48585948",430,"The White Woman on the Green Bicycle"
"510",510,2,"Costa Book of the Year","Costa Book of the Year","Costa",2010,"no/any/multi genre",87,"winner","Shapcott","Jo","Shapcott, Jo","woman","unknown",TRUE,"White British","English","Unknown","Harvard University","Unknown","Unknown","85312469",293,"Of Mutability"
"511",511,6,"Costa Poetry Award","Costa Poetry Award","Costa",2010,"poetry",87,"winner","Shapcott","Jo","Shapcott, Jo","woman","unknown",TRUE,"White British","English","Unknown","Harvard University","Unknown","Unknown","85312469",293,"Of Mutability"
"512",512,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2010,"non-fiction",659,"shortlisted","Sorkin","Andrew Ross","Sorkin, Andrew Ross","man","unknown",FALSE,"Jewish","Jewish American","Unknown","Cornell University","Unknown","Unknown","100670351",824,"Too Big to Fail"
"513",513,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2010,"poetry",550,"shortlisted","Swann","David","Swann, David","man","unknown",TRUE,"White British","English","Masters","Lancaster University","Writing","Creative Writing","61370890",706,"The Privilege of Rain"
"514",514,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2010,"poetry",551,"shortlisted","Towers","Katharine","Towers, Katharine","woman","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","138798624",707,"The Floating Man"
"515",515,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2010,"non-fiction",660,"shortlisted","Uglow","Jenny","Uglow, Jenny","woman","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","English","85833405",825,"A Gambling Man"
"516",516,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2010,"poetry",532,"winner","Walcott","Derek","Walcott, Derek","man","unknown",FALSE,"Caribbean","St Lucian","Bachelors","University of the West Indies, Mona","Unknown","Unknown","39391959",680,"White Egrets"
"517",517,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2010,"children's",91,"winner","Wallace","Jason","Wallace, Jason","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","138614369",347,"Out of Shadows"
"518",518,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2010,"non-fiction",661,"shortlisted","Wrangham","Richard","Wrangham, Richard","man","unknown",TRUE,"White British","English","Doctorate","University of Cambridge","Maths and Sciences","Animal Behaviour","109275737",826,"Catching Fire"
"519",519,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2011,"poetry",552,"shortlisted","Armitage","Simon","Armitage, Simon","man","unknown",TRUE,"White British","British","Masters","University of Manchester","Medicine and Social Work","Social Work","6157973",708,"Black Roses: The Killing of Sophie Lancaster"
"520",520,8,"Booker Prize","Man Booker Prize","Booker Foundation",2011,"fiction",226,"winner","Barnes","Julian","Barnes, Julian","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","Modern Languages","51710796",26,"The Sense of an Ending"
"521",521,8,"Booker Prize","Man Booker Prize","Booker Foundation",2011,"fiction",227,"shortlisted","Birch","Carol","Birch, Carol","woman","unknown",TRUE,"White British","English","Bachelors","Keele University","Language and Literature","English and American Studies","51974257",33,"Jamrach's Menagerie"
"522",522,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2011,"poetry",133,"winner","Burnside","John","Burnside, John","man","unknown",TRUE,"White British","Scottish","Unknown","Cambridgeshire College of Arts and Technology","Language and Literature","English and European Languages","71543705",679,"Black Cat Bone"
"523",523,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2011,"poetry",553,"shortlisted","Copus","Julia","Copus, Julia","woman","unknown",TRUE,"White British","British","Bachelors","Durham University","Language and Literature","Latin","5880300",709,"Ghost Lines"
"524",524,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2011,"poetry",554,"shortlisted","Crawford","Robert","Crawford, Robert","man","unknown",TRUE,"White British","Scottish","Unknown","University of Oxford","Language and Literature","Scottish Literature","113245438",710,"Simonides"
"525",525,8,"Booker Prize","Man Booker Prize","Booker Foundation",2011,"fiction",228,"shortlisted","deWitt","Patrick","deWitt, Patrick","man","unknown",FALSE,"Non-UK White","Canadian American","Unknown","unknown","Unknown","Unknown","120285465",73,"The Sisters Brothers"
"526",526,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2011,"non-fiction",650,"winner","Dikötter","Frank","Dikötter, Frank","man","unknown",FALSE,"Non-UK White","Dutch","Doctorate","University of London","History and Cultural Studies","Chinese History","44405182",815,"Mao's Great Famine"
"527",527,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2011,"fiction",232,"shortlisted","Donoghue","Emma","Donoghue, Emma","woman","queer",FALSE,"Irish","Irish Canadian","Doctorate","University of Cambridge","Language and Literature","English Literature","39539889",74,"Room"
"528",528,6,"Costa Poetry Award","Costa Poetry Award","Costa",2011,"poetry",85,"winner","Duffy","Carol Ann","Duffy, Carol Ann","woman","queer",TRUE,"White British","Scottish","Bachelors","University of Liverpool","Philosophy and Theology","Philosophy","114321106",79,"The Bees"
"529",529,8,"Booker Prize","Man Booker Prize","Booker Foundation",2011,"fiction",194,"shortlisted","Edugyan","Esi","Edugyan, Esi","woman","unknown",FALSE,"African","Ghanaian Canadian","Masters","Johns Hopkins","Writing","Creative Writing","11696535",81,"Half Blood Blues"
"530",530,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2011,"fiction",339,"shortlisted","Forna","Aminatta","Forna, Aminatta","woman","unknown",TRUE,"Black British","Scottish Sierra Leonan","Doctorate","Bath Spa University","Writing","Creative Writing","230968647",422,"The Memory of Love"
"531",531,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2011,"crime",452,"winner","Franklin","Tom","Franklin, Tom","man","unknown",FALSE,"Non-UK White","White American","Masters","University of Arkansas","Writing","Creative Writing","37090762",577,"Crooked Letter, Crooked Letter"
"532",532,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2011,"non-fiction",651,"shortlisted","Graham-Dixon","Andrew","Graham-Dixon, Andrew","man","unknown",TRUE,"White British","British","Doctorate","Courtauld Institute of Art","Arts","Unknown","49336224",816,"Caravaggio"
"533",533,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2011,"poetry",555,"winner","Greenlaw","Lavinia","Greenlaw, Lavinia","woman","unknown",TRUE,"White British","English","Masters","Courtauld Institute of Art","Arts","Seventeenth-Century Art","37140301",711,"Audio Obscura"
"534",534,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2011,"crime",453,"shortlisted","Hamilton","Steve","Hamilton, Steve","man","unknown",FALSE,"Non-UK White","White American","Unknown","unknown","Unknown","Unknown","27352806",578,"The Lock Artists"
"535",535,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2011,"fiction",340,"shortlisted","Henderson","Emma","Henderson, Emma","woman","unknown",TRUE,"White British","British","Masters","University of London","Writing","Creative Writing","278325049",423,"Grace Williams Says it Loud"
"536",536,5,"Costa Biography Award","Costa Biography Award","Costa",2011,"biography",84,"winner","Hollis","Matthew","Hollis, Matthew","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","37216902",143,"Now All Roads Lead to France: The Last Years of Edward Thomas"
"537",537,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2011,"non-fiction",652,"shortlisted","Jasanoff","Maya","Jasanoff, Maya","woman","unknown",FALSE,"Non-UK White","White American","Doctorate","Yale University","History and Cultural Studies","Imperial History","37202093",817,"Liberty's Exiles"
"538",538,8,"Booker Prize","Man Booker Prize","Booker Foundation",2011,"fiction",229,"shortlisted","Kelman","Stephen","Kelman, Stephen","man","unknown",TRUE,"White British","English","Bachelors","University of Luton","Politics and Economics","Marketing","123116857",167,"Pigeon English"
